Device,Category,Price (INR),Age (months),Physical Condition,Performance,Surface Wear,Internal Damage,Accessories Condition,Repair Cost (INR),Resale Price (INR)
Xiaomi Tablet,Tablet,110873,18,5,5,2,5,3,50400,99485
Sharp LED,TV,3430,49,1,1,3,3,2,25100,14659
Sony Headphones,Audio,71020,35,2,1,4,1,2,17600,57449
Bose Speaker,Audio,158730,55,2,0,4,3,0,23000,98008
GoPro Camera,Camera,126309,39,4,0,3,0,3,10900,89445
Dell Laptop,Laptop,150894,1,1,2,4,3,2,29600,140796
MacBook Pro,Laptop,187209,13,2,4,4,5,0,45000,156354
Sony PlayStation,Gaming Console,120443,37,1,5,3,3,0,35500,99049
Microsoft Xbox,Gaming Console,51866,44,1,4,0,4,5,37000,53769
LG Microwave,Appliance,101377,54,2,5,3,2,1,32300,75962
Sharp LED,TV,103565,14,0,5,4,1,3,28400,100159
Philips Air Purifier,Appliance,54421,46,4,1,1,1,1,14300,42524
Microsoft Xbox,Gaming Console,100479,29,2,2,5,4,2,37100,82354
Sony Headphones,Audio,34696,17,5,5,1,2,2,33100,42745
Apple Watch,Wearable,80352,17,1,5,5,1,4,31700,78123
Bose Speaker,Audio,144887,28,4,5,3,5,1,49300,114480
Panasonic VCR,Appliance,37565,38,1,1,4,3,1,25800,37317
Asus ZenBook,Laptop,197865,12,1,2,2,1,0,15000,177664
Sony Headphones,Audio,19214,26,1,3,3,5,3,41900,34208
Microsoft Xbox,Gaming Console,120584,26,3,0,1,2,0,14500,97688
Philips Air Purifier,Appliance,152098,25,5,2,1,1,1,18300,120942
Lenovo Monitor,Monitor,162692,10,5,5,0,5,2,46600,145319
Asus ZenBook,Laptop,33782,50,2,3,4,1,3,24400,32807
Bose Speaker,Audio,121776,19,3,1,4,1,2,18600,100023
Microsoft Xbox,Gaming Console,77957,50,2,0,3,2,3,18900,57004
GoPro Camera,Camera,65095,30,5,4,4,3,0,38000,58708
Lenovo Monitor,Monitor,15444,37,4,4,1,4,5,41500,30557
Xiaomi Tablet,Tablet,101330,36,5,3,5,1,5,30500,76048
Xiaomi Tablet,Tablet,124600,28,2,3,0,4,4,34200,109304
Xiaomi Tablet,Tablet,155854,32,2,5,4,2,1,33800,122881
Xiaomi Tablet,Tablet,136226,49,3,4,5,3,1,38300,92031
Panasonic VCR,Appliance,120668,39,1,0,5,3,3,25900,88368
Panasonic VCR,Appliance,73218,20,1,4,3,4,4,40700,74531
HP Printer,Printer,149905,2,4,4,0,1,4,24200,145515
Canon DSLR,Camera,29506,2,1,0,5,4,1,29300,37960
LG Microwave,Appliance,174825,46,5,5,4,4,3,48400,113361
Bose Speaker,Audio,14782,22,0,0,3,4,4,27700,24936
MacBook Pro,Laptop,196872,32,2,2,3,3,1,28300,148023
Lenovo Monitor,Monitor,43395,38,3,2,2,4,0,32000,43339
Canon DSLR,Camera,178177,17,0,0,2,3,3,20400,155414
Lenovo Monitor,Monitor,29717,31,4,2,0,0,0,10000,27734
Canon DSLR,Camera,42657,48,3,5,1,1,1,25300,40804
Sony Headphones,Audio,6755,56,4,4,3,4,2,42100,24428
Xiaomi Tablet,Tablet,154379,24,2,4,4,5,2,46600,125190
Canon DSLR,Camera,54638,21,2,4,5,2,1,32300,55216
Canon DSLR,Camera,46161,50,3,2,0,2,4,22200,41105
Lenovo Monitor,Monitor,57485,31,0,2,2,2,4,22200,55076
Canon DSLR,Camera,79380,42,4,3,2,1,5,25000,64097
iPhone 13,Phone,122070,12,0,4,3,3,1,32300,116247
Sony Headphones,Audio,150684,28,1,4,0,3,2,29600,132334
Xiaomi Tablet,Tablet,149295,3,0,5,5,4,1,43300,141832
Sony PlayStation,Gaming Console,111685,14,2,5,3,0,5,25500,105449
Sony Headphones,Audio,117100,32,5,4,4,2,5,37000,91102
Dell Laptop,Laptop,33494,7,3,1,2,1,3,16400,36502
Asus ZenBook,Laptop,12521,50,2,4,1,3,1,31300,23538
Asus ZenBook,Laptop,52945,56,0,5,0,1,4,23200,48662
Lenovo Monitor,Monitor,27923,2,5,0,0,2,0,15000,31235
MacBook Pro,Laptop,23741,24,4,3,3,0,5,21500,28318
Samsung TV,TV,35482,43,5,0,3,2,2,21100,31307
Sony Headphones,Audio,33747,45,2,4,0,5,1,39800,41329
Bose Speaker,Audio,177358,25,2,5,1,0,4,21700,155397
Philips Air Purifier,Appliance,48005,8,1,4,5,0,0,20500,50574
Microsoft Xbox,Gaming Console,57035,47,4,2,5,1,5,26500,45475
Asus ZenBook,Laptop,38657,14,3,5,2,0,4,24200,44185
Bose Speaker,Audio,27043,4,0,1,2,4,4,29200,37857
Canon DSLR,Camera,194468,21,3,1,0,3,1,21800,161613
Sony Headphones,Audio,185073,25,2,0,3,5,1,32300,141074
Microsoft Xbox,Gaming Console,134629,54,5,1,1,2,3,21900,87689
MacBook Pro,Laptop,23097,29,5,4,1,3,3,35900,33540
Asus ZenBook,Laptop,114677,42,4,3,0,4,0,33000,88747
MacBook Pro,Laptop,168197,16,1,4,3,3,2,34100,148244
Bose Speaker,Audio,160142,31,4,0,3,5,3,35900,114836
MacBook Pro,Laptop,26211,28,0,5,3,3,3,36900,37846
iPhone 13,Phone,101639,49,5,5,4,4,3,48400,74511
Bose Speaker,Audio,90173,37,3,1,0,3,1,21800,73570
Panasonic VCR,Appliance,98098,17,4,4,2,3,2,35600,89902
Samsung Refrigerator,Appliance,140289,19,0,1,5,3,2,27100,118065
Apple Watch,Wearable,128192,40,4,5,4,1,4,33200,96079
Dell Laptop,Laptop,49152,45,3,3,3,0,5,20500,42445
Apple Watch,Wearable,156101,9,0,0,0,0,5,4000,151076
Xiaomi Tablet,Tablet,37407,26,0,5,1,0,2,18100,40846
Sharp LED,TV,122783,16,2,0,0,4,0,22000,109226
Microsoft Xbox,Gaming Console,66416,13,0,0,5,4,3,29900,65094
Bose Speaker,Audio,163480,44,1,2,0,2,1,17800,126606
Samsung TV,TV,179683,37,1,1,5,1,5,20500,131536
Sharp LED,TV,90089,57,0,1,0,4,4,26200,70307
Samsung Refrigerator,Appliance,15229,3,0,1,2,2,2,17600,22582
Apple Watch,Wearable,191351,30,4,3,0,1,0,18000,152513
LG Microwave,Appliance,147429,6,1,5,0,2,2,27600,147960
Apple Watch,Wearable,198758,8,5,3,2,5,0,42000,164106
GoPro Camera,Camera,67938,50,1,5,1,4,2,39100,62351
Canon DSLR,Camera,80834,7,1,0,2,2,0,14000,76921
Dell Laptop,Laptop,88334,37,5,0,1,3,0,21500,66842
Lenovo Monitor,Monitor,13062,4,3,0,2,0,4,9200,16095
Philips Air Purifier,Appliance,21283,4,3,4,4,5,1,46800,39149
Samsung Refrigerator,Appliance,134520,6,3,3,0,2,3,24400,129232
GoPro Camera,Camera,35382,23,0,3,5,2,4,29700,41210
Microsoft Xbox,Gaming Console,59614,5,2,5,4,0,3,25400,63670
Samsung TV,TV,121824,56,4,1,3,3,5,30500,78598
HP Printer,Printer,178803,58,5,2,4,1,3,24400,103390
Sony Headphones,Audio,198867,26,4,4,0,2,4,29200,163750
Canon DSLR,Camera,61220,18,0,2,5,4,4,36700,63041
LG Microwave,Appliance,12646,32,2,2,0,2,1,18800,19011
Samsung TV,TV,34680,24,1,1,2,1,5,16000,35744
Lenovo Monitor,Monitor,12260,26,0,2,1,4,2,29100,23990
MacBook Pro,Laptop,41764,44,4,4,2,4,5,43000,45723
Philips Air Purifier,Appliance,112361,19,2,5,4,0,5,27000,101703
LG Microwave,Appliance,123109,7,4,3,0,5,4,41200,117241
Apple Watch,Wearable,149266,5,4,5,3,2,3,35900,136616
Lenovo Monitor,Monitor,30216,30,1,4,4,2,2,30600,36753
Dell Laptop,Laptop,75860,21,5,4,3,3,2,38100,70256
LG Microwave,Appliance,178470,43,5,3,3,3,1,34300,117986
Asus ZenBook,Laptop,12483,45,2,5,2,1,3,27400,22126
Asus ZenBook,Laptop,179397,59,5,5,2,4,0,43000,108508
Xiaomi Tablet,Tablet,61735,43,2,0,5,2,4,22700,48700
Canon DSLR,Camera,101808,36,0,3,2,1,0,17000,85874
Sony Headphones,Audio,26650,59,2,4,2,1,5,26000,29123
Sony PlayStation,Gaming Console,107873,57,1,4,5,0,3,22900,75634
Samsung Refrigerator,Appliance,65052,18,3,2,4,4,0,35000,62386
Sharp LED,TV,13732,41,4,2,1,1,3,18900,18719
Apple Watch,Wearable,165078,27,4,5,1,5,3,47900,133727
Dell Laptop,Laptop,81671,54,1,5,0,0,5,20000,67986
Dell Laptop,Laptop,109058,55,2,2,0,3,0,23000,79661
Asus ZenBook,Laptop,90466,37,1,0,0,1,5,10000,75111
Xiaomi Tablet,Tablet,11828,36,3,1,1,0,4,10700,14103
Apple Watch,Wearable,135412,14,5,4,2,2,3,32400,117759
Asus ZenBook,Laptop,87620,13,1,5,5,3,2,40100,86203
Sharp LED,TV,54669,35,1,4,4,2,0,29000,51948
Sony Headphones,Audio,181821,7,5,3,4,2,5,34000,152457
iPhone 13,Phone,50763,55,4,4,4,4,1,42800,46020
Asus ZenBook,Laptop,93023,10,4,2,5,2,4,30700,83257
MacBook Pro,Laptop,148879,24,2,1,5,2,2,24100,116265
Dell Laptop,Laptop,153215,12,2,1,0,5,2,31600,138372
Sharp LED,TV,106711,46,1,0,4,5,2,33600,77625
iPhone 13,Phone,87927,30,2,5,2,3,1,35800,80328
Canon DSLR,Camera,138703,20,0,5,1,2,5,30500,131761
Canon DSLR,Camera,79614,33,1,3,5,4,4,40700,70905
Lenovo Monitor,Monitor,30972,53,1,3,4,5,0,41000,37070
Samsung TV,TV,7054,14,4,0,3,5,3,35900,22817
Philips Air Purifier,Appliance,77485,41,2,4,5,5,3,48900,67454
Microsoft Xbox,Gaming Console,35317,59,0,4,5,2,0,29500,34704
MacBook Pro,Laptop,98866,1,1,3,0,0,4,13200,102994
GoPro Camera,Camera,93296,11,4,0,1,5,2,32100,85556
Bose Speaker,Audio,158625,58,4,2,5,3,1,33300,91204
Canon DSLR,Camera,101691,42,0,2,1,0,5,11500,84052
Sony PlayStation,Gaming Console,119309,7,4,5,2,1,3,29400,113130
MacBook Pro,Laptop,146852,24,4,4,1,0,2,19100,124095
Microsoft Xbox,Gaming Console,104149,22,2,0,3,5,2,33100,88413
Philips Air Purifier,Appliance,29599,50,3,2,2,1,4,20200,28747
Dell Laptop,Laptop,104017,7,2,3,3,5,2,42100,100623
Asus ZenBook,Laptop,84427,50,2,0,1,0,5,7500,62005
MacBook Pro,Laptop,124855,44,3,4,4,0,2,22600,91207
Panasonic VCR,Appliance,29597,58,0,5,2,0,0,18000,28830
Canon DSLR,Camera,27976,42,0,4,0,1,2,18600,30842
Asus ZenBook,Laptop,95591,20,3,2,3,3,3,30900,84276
Samsung Refrigerator,Appliance,27959,39,4,2,4,4,2,37600,34597
HP Printer,Printer,88384,17,5,2,2,4,0,34000,78427
Panasonic VCR,Appliance,41748,10,5,1,0,2,0,18000,42816
Microsoft Xbox,Gaming Console,171564,47,4,5,2,1,3,29400,121928
Sharp LED,TV,112908,23,3,0,1,5,0,29500,94350
Sony PlayStation,Gaming Console,158392,59,2,0,3,0,0,6500,99077
GoPro Camera,Camera,109987,57,4,1,3,2,0,21500,69593
Sharp LED,TV,62015,35,5,5,4,3,3,43400,57979
Lenovo Monitor,Monitor,167067,48,1,1,3,2,4,21700,117773
iPhone 13,Phone,24740,6,5,2,3,3,1,31300,34205
Xiaomi Tablet,Tablet,98233,37,4,4,4,4,1,42800,77884
Sharp LED,TV,11581,48,4,3,4,0,0,19000,16449
Samsung Refrigerator,Appliance,130891,19,2,5,5,3,2,41100,112828
Bose Speaker,Audio,102681,42,1,5,4,3,2,38600,83989
Dell Laptop,Laptop,135086,19,2,1,5,4,2,34100,109584
MacBook Pro,Laptop,174110,6,1,3,5,0,5,21500,158744
Apple Watch,Wearable,101398,19,0,1,5,0,5,14500,88875
Bose Speaker,Audio,150855,10,4,0,1,4,4,28700,130508
Asus ZenBook,Laptop,179107,55,3,5,4,1,0,29000,115695
Lenovo Monitor,Monitor,154320,16,1,5,4,4,2,43600,135997
Samsung Refrigerator,Appliance,100811,23,0,0,3,2,4,17700,87987
Sony Headphones,Audio,83231,20,1,2,4,5,3,40400,78462
GoPro Camera,Camera,89609,16,0,0,4,1,2,12600,79779
Asus ZenBook,Laptop,94013,51,2,0,0,3,5,21000,71138
HP Printer,Printer,51299,33,1,2,4,1,3,20400,46879
MacBook Pro,Laptop,171402,46,2,0,1,2,5,17500,123589
Philips Air Purifier,Appliance,18876,29,5,1,1,3,3,26900,26191
Microsoft Xbox,Gaming Console,8786,15,2,4,5,1,5,30500,21971
HP Printer,Printer,74079,10,3,0,4,0,3,11400,65704
Xiaomi Tablet,Tablet,140511,11,5,0,4,3,2,27600,112860
Samsung Refrigerator,Appliance,133885,39,3,2,2,3,3,29400,101056
Apple Watch,Wearable,88685,56,0,5,5,1,5,31500,68961
Bose Speaker,Audio,186253,39,0,4,0,3,2,28600,153058
Microsoft Xbox,Gaming Console,165321,12,4,5,3,1,5,32500,145200
Xiaomi Tablet,Tablet,104090,57,3,3,2,0,5,19000,73515
Apple Watch,Wearable,98290,16,0,1,1,2,0,14500,91779
Sony PlayStation,Gaming Console,127722,34,0,5,4,5,1,46800,106419
Microsoft Xbox,Gaming Console,194193,53,0,5,0,5,3,42400,144513
Sony PlayStation,Gaming Console,9248,24,0,0,4,2,2,17600,15828
Sony PlayStation,Gaming Console,76806,2,0,0,4,5,4,34200,79313
Sony PlayStation,Gaming Console,120159,49,3,3,4,3,3,35400,84388
LG Microwave,Appliance,60369,60,2,4,1,1,0,20500,47679
Philips Air Purifier,Appliance,89169,10,4,5,0,1,2,25600,88594
Xiaomi Tablet,Tablet,104028,40,3,2,5,2,1,27300,76067
Lenovo Monitor,Monitor,84576,22,0,5,3,1,1,25300,81157
Sony Headphones,Audio,53549,16,3,2,3,1,1,19300,51418
GoPro Camera,Camera,37662,54,1,3,0,1,2,16600,34287
GoPro Camera,Camera,145045,36,2,3,0,2,3,23400,119033
Samsung TV,TV,111430,17,5,3,0,5,2,40600,99972
Panasonic VCR,Appliance,170361,1,4,1,4,5,5,42000,146215
Canon DSLR,Camera,37575,59,1,1,3,0,4,11700,29334
Asus ZenBook,Laptop,89752,17,5,5,2,1,1,28800,82163
Sony PlayStation,Gaming Console,155536,44,0,2,1,3,0,22500,120125
Xiaomi Tablet,Tablet,126156,32,4,3,2,2,2,27600,99586
Canon DSLR,Camera,38937,10,1,2,1,0,4,11700,41283
Panasonic VCR,Appliance,63629,9,4,1,4,2,2,24600,60340
Dell Laptop,Laptop,61879,21,3,3,4,2,2,29600,59043
Sony PlayStation,Gaming Console,156880,2,3,4,0,4,0,35000,150848
Apple Watch,Wearable,110650,29,1,0,0,1,5,10000,95180
LG Microwave,Appliance,102408,38,2,0,3,1,0,11500,76412
Xiaomi Tablet,Tablet,173765,23,4,3,0,5,5,42000,143504
Bose Speaker,Audio,169941,14,1,0,4,1,5,16000,145652
Apple Watch,Wearable,23373,1,0,4,2,1,5,24000,33854
HP Printer,Printer,134363,53,3,2,1,5,5,39500,94321
Canon DSLR,Camera,81309,51,5,2,1,2,5,26500,60816
Lenovo Monitor,Monitor,72031,5,0,1,5,4,2,32100,73315
Apple Watch,Wearable,14388,37,0,1,3,5,0,32500,25674
iPhone 13,Phone,78257,46,4,1,1,0,3,10900,57882
LG Microwave,Appliance,154075,50,3,4,2,0,5,22000,111149
HP Printer,Printer,19939,17,3,1,2,3,3,26400,28254
Sharp LED,TV,95277,23,2,4,0,1,5,23000,90104
Dell Laptop,Laptop,129894,31,1,2,3,3,2,28100,105625
Xiaomi Tablet,Tablet,58507,26,0,3,4,2,3,27400,57580
Lenovo Monitor,Monitor,49744,46,0,3,1,4,2,32100,49378
GoPro Camera,Camera,113798,8,5,4,2,0,4,23200,104914
Xiaomi Tablet,Tablet,198912,32,2,3,4,1,4,25200,151838
iPhone 13,Phone,198381,14,0,0,1,0,2,3100,182077
Panasonic VCR,Appliance,164833,49,2,1,5,2,1,23300,106429
Asus ZenBook,Laptop,14708,1,4,5,3,5,4,51700,36955
iPhone 13,Phone,38157,48,1,4,5,2,3,32900,39344
Bose Speaker,Audio,199973,16,4,3,0,3,4,31200,171579
Sony PlayStation,Gaming Console,97044,1,3,3,0,4,5,36000,100973
Microsoft Xbox,Gaming Console,192126,11,2,0,5,0,2,11100,160211
HP Printer,Printer,81255,32,4,0,1,1,1,11300,64154
MacBook Pro,Laptop,93725,52,0,2,3,4,1,31300,71885
Lenovo Monitor,Monitor,148960,1,2,4,5,5,0,46500,135715
MacBook Pro,Laptop,143214,14,1,4,3,3,4,35700,130989
Sony PlayStation,Gaming Console,150114,50,1,5,0,0,5,20000,119583
Sharp LED,TV,185374,59,3,3,4,0,0,18000,113736
Samsung TV,TV,28948,3,4,3,1,3,5,33500,40632
Sony Headphones,Audio,163521,50,4,3,3,1,3,24900,108927
Panasonic VCR,Appliance,124569,33,4,4,0,3,1,31800,102475
LG Microwave,Appliance,110925,23,3,5,2,5,1,46800,99384
GoPro Camera,Camera,39509,44,3,1,0,1,3,13400,34356
Canon DSLR,Camera,49143,15,4,5,2,2,5,36000,55594
Panasonic VCR,Appliance,124173,29,1,2,1,1,3,15900,106668
Panasonic VCR,Appliance,164014,41,3,2,4,2,1,25800,113769
Samsung Refrigerator,Appliance,11572,41,3,1,4,2,4,25200,19717
GoPro Camera,Camera,83334,32,3,4,1,0,0,16500,71584
Bose Speaker,Audio,84439,5,0,0,4,3,3,23400,82207
Canon DSLR,Camera,90026,53,1,2,0,0,4,10200,69469
Dell Laptop,Laptop,124180,8,2,5,4,0,2,24600,116611
Panasonic VCR,Appliance,187199,29,5,1,4,2,0,24000,130871
Canon DSLR,Camera,85487,17,2,1,5,1,2,19100,74093
Bose Speaker,Audio,144445,51,5,3,3,0,5,22500,95750
Asus ZenBook,Laptop,120436,7,2,4,4,3,5,39000,114042
iPhone 13,Phone,25530,42,1,5,4,2,5,36000,34594
Sony PlayStation,Gaming Console,64688,15,3,4,1,1,0,21500,64118
Philips Air Purifier,Appliance,70254,44,0,2,5,0,1,14300,54923
Bose Speaker,Audio,73512,49,5,0,2,0,3,10400,50410
Philips Air Purifier,Appliance,166371,20,0,3,3,3,2,30100,144819
Samsung Refrigerator,Appliance,172774,30,5,4,1,3,0,33500,132509
Sony PlayStation,Gaming Console,67637,54,3,0,0,3,0,18000,50259
Asus ZenBook,Laptop,178481,59,2,2,2,2,0,21000,114911
Panasonic VCR,Appliance,141133,49,1,0,4,1,4,15200,97219
Samsung Refrigerator,Appliance,63490,10,4,0,1,0,5,9500,58716
Sony PlayStation,Gaming Console,41639,60,3,5,2,5,3,48400,45020
Microsoft Xbox,Gaming Console,74101,52,4,5,4,1,0,30000,56497
Microsoft Xbox,Gaming Console,148383,52,0,0,1,0,1,2300,107986
GoPro Camera,Camera,171979,55,0,4,2,0,0,15000,125306
Sharp LED,TV,34872,20,2,4,4,5,0,45000,46213
Samsung TV,TV,189353,32,3,5,4,0,3,26400,145747
Bose Speaker,Audio,22686,14,0,4,2,2,5,29000,33783
MacBook Pro,Laptop,62059,29,4,2,5,4,5,41500,57675
HP Printer,Printer,167229,54,1,3,2,2,2,24600,117654
Apple Watch,Wearable,71879,44,5,3,3,4,2,40100,58865
Samsung Refrigerator,Appliance,179604,54,3,0,2,1,3,13400,116258
Samsung TV,TV,168939,56,3,4,1,1,2,23100,116292
Microsoft Xbox,Gaming Console,123787,25,0,1,3,4,4,30700,106333
Microsoft Xbox,Gaming Console,32044,55,3,5,5,4,3,47900,39491
GoPro Camera,Camera,150183,9,5,0,3,2,3,21900,124338
Dell Laptop,Laptop,74571,32,4,5,1,1,0,25500,66441
Philips Air Purifier,Appliance,114151,7,3,1,0,5,5,35000,109392
Apple Watch,Wearable,131192,43,2,5,0,0,3,19400,107438
Canon DSLR,Camera,169597,20,1,2,5,3,4,32700,138460
Lenovo Monitor,Monitor,108942,12,5,3,3,2,3,30900,96067
Samsung Refrigerator,Appliance,46474,29,5,5,1,2,0,31500,48049
Sony PlayStation,Gaming Console,188074,29,3,5,3,0,1,23300,149884
iPhone 13,Phone,152110,46,0,3,2,1,1,17800,116898
Sony PlayStation,Gaming Console,173060,31,2,1,5,2,4,25700,127935
Sony Headphones,Audio,33520,17,0,2,1,2,3,19900,38610
GoPro Camera,Camera,98772,36,4,5,2,0,4,25200,81740
Sony PlayStation,Gaming Console,58007,24,1,1,0,3,3,21400,57106
HP Printer,Printer,133414,42,0,1,1,2,0,14500,104642
Microsoft Xbox,Gaming Console,8048,33,2,3,5,2,1,29300,19921
Dell Laptop,Laptop,50020,48,3,2,5,5,3,43900,46960
Bose Speaker,Audio,177276,46,3,1,2,3,4,27200,121738
Lenovo Monitor,Monitor,110060,41,5,5,5,4,0,47500,80431
Philips Air Purifier,Appliance,115904,58,1,5,5,3,0,38500,80679
Sony Headphones,Audio,81058,9,4,3,2,5,3,43400,81278
Canon DSLR,Camera,133793,17,3,4,4,5,5,50000,115310
Philips Air Purifier,Appliance,13790,8,2,0,2,4,2,26600,24332
Sony Headphones,Audio,79159,42,0,1,4,3,1,24800,63853
HP Printer,Printer,136492,5,5,0,4,0,1,11800,114411
Panasonic VCR,Appliance,136962,35,3,3,0,4,2,33600,110619
Sony PlayStation,Gaming Console,84311,48,0,1,4,3,2,25600,65073
Apple Watch,Wearable,119218,47,3,5,1,4,1,40300,92277
Microsoft Xbox,Gaming Console,65477,22,4,0,3,0,2,10100,54158
Sony Headphones,Audio,185590,13,3,5,3,3,1,38300,159270
Canon DSLR,Camera,154627,24,0,2,3,3,4,28700,131867
Microsoft Xbox,Gaming Console,75669,55,4,0,0,1,1,9800,52193
Apple Watch,Wearable,17888,60,5,4,3,4,1,42300,29378
Samsung TV,TV,169149,15,0,0,2,3,0,18000,148548
MacBook Pro,Laptop,197256,32,2,0,5,2,1,20300,140339
Dell Laptop,Laptop,147950,55,1,4,2,4,1,36800,104951
Asus ZenBook,Laptop,154236,58,4,2,2,4,5,37000,97160
HP Printer,Printer,167773,34,4,0,5,3,4,29700,113836
Lenovo Monitor,Monitor,71476,5,4,1,4,0,0,13000,64753
Philips Air Purifier,Appliance,81761,23,0,0,3,3,2,21100,73097
Sony Headphones,Audio,130841,14,1,3,4,3,1,31800,116648
Bose Speaker,Audio,98931,34,5,5,4,2,3,38400,79548
MacBook Pro,Laptop,16058,54,5,4,0,1,2,23600,21595
Canon DSLR,Camera,179388,44,3,1,3,4,1,31300,119695
GoPro Camera,Camera,133443,15,0,1,2,2,5,20000,122759
GoPro Camera,Camera,64919,40,2,0,1,5,0,28500,55798
iPhone 13,Phone,115163,44,3,1,4,2,3,24400,81298
Sony PlayStation,Gaming Console,34450,31,2,5,2,0,2,21600,37154
LG Microwave,Appliance,52035,28,1,4,3,0,4,20700,50937
GoPro Camera,Camera,85865,46,5,0,2,0,2,9600,58895
LG Microwave,Appliance,192395,40,0,4,2,2,5,29000,153024
Panasonic VCR,Appliance,70980,34,0,4,3,0,3,18900,64105
Samsung Refrigerator,Appliance,174545,1,5,3,1,5,1,41300,155922
Bose Speaker,Audio,3881,12,2,0,0,2,5,16000,11338
Samsung Refrigerator,Appliance,194660,50,1,5,3,3,1,36300,136893
Philips Air Purifier,Appliance,177101,16,3,1,0,4,5,30000,153139
GoPro Camera,Camera,10853,56,3,0,2,2,0,16000,14295
MacBook Pro,Laptop,13079,56,1,1,3,2,5,22500,19097
MacBook Pro,Laptop,197722,38,1,5,2,2,4,32200,156483
Xiaomi Tablet,Tablet,49095,22,4,4,2,5,1,44800,55294
HP Printer,Printer,18416,49,3,3,3,0,2,18100,20744
Samsung Refrigerator,Appliance,12518,28,5,5,4,4,2,47600,31311
GoPro Camera,Camera,199573,14,0,3,2,3,4,30200,180746
MacBook Pro,Laptop,83253,5,0,1,3,5,1,33300,84501
Sharp LED,TV,188634,56,0,0,4,5,0,31000,117362
Xiaomi Tablet,Tablet,91546,15,3,3,1,0,4,16700,85706
Microsoft Xbox,Gaming Console,85912,53,1,1,1,3,2,22100,65604
Samsung Refrigerator,Appliance,153726,49,2,2,4,4,0,34000,102318
Samsung Refrigerator,Appliance,196718,58,3,2,5,3,1,32300,112542
MacBook Pro,Laptop,29462,43,4,3,4,4,4,42200,37157
Canon DSLR,Camera,29718,7,5,2,1,4,4,35700,40584
Apple Watch,Wearable,141321,25,5,2,5,5,4,46700,104610
Microsoft Xbox,Gaming Console,98598,35,2,3,4,2,0,27000,79068
iPhone 13,Phone,107422,30,4,3,3,4,5,41500,88426
HP Printer,Printer,42548,43,5,2,0,0,2,12600,35445
Bose Speaker,Audio,51977,38,4,1,1,3,1,24300,45935
Dell Laptop,Laptop,148784,39,3,2,0,0,2,10600,116144
Sony Headphones,Audio,81751,1,4,5,1,0,3,22900,84617
Dell Laptop,Laptop,28850,2,5,4,4,3,2,39600,41438
Dell Laptop,Laptop,48579,12,1,1,2,0,2,8600,47050
Apple Watch,Wearable,110123,52,5,4,5,2,3,36900,73512
Philips Air Purifier,Appliance,34728,34,0,5,0,4,5,39000,45546
Sony Headphones,Audio,72557,52,3,0,4,2,2,20600,50932
Apple Watch,Wearable,7524,13,2,1,4,2,2,22600,17131
Xiaomi Tablet,Tablet,43078,47,0,5,0,4,0,35000,47008
Dell Laptop,Laptop,28168,16,2,3,0,1,2,17600,33024
MacBook Pro,Laptop,16938,56,3,1,2,5,3,36400,27008
Panasonic VCR,Appliance,105361,23,5,2,5,5,2,45100,84186
MacBook Pro,Laptop,69872,29,3,4,2,1,1,23800,63256
Canon DSLR,Camera,75428,51,1,3,2,4,5,37000,64134
Asus ZenBook,Laptop,139710,21,0,4,1,2,5,27500,130408
Philips Air Purifier,Appliance,18673,54,4,0,1,2,4,18700,20367
MacBook Pro,Laptop,16076,26,2,5,4,5,4,51200,36049
LG Microwave,Appliance,148982,59,2,5,5,0,4,27700,98025
Samsung Refrigerator,Appliance,180037,14,1,3,1,3,3,28900,163881
Bose Speaker,Audio,188270,17,5,3,0,2,3,26400,159109
Sony Headphones,Audio,31299,49,0,1,0,2,5,17000,30879
Sharp LED,TV,60360,17,5,3,0,3,0,29000,60072
iPhone 13,Phone,162266,45,2,3,0,2,4,24200,124875
Sony Headphones,Audio,142532,43,5,1,1,5,1,35300,98181
Samsung Refrigerator,Appliance,75189,30,3,0,3,3,0,22500,61627
Sharp LED,TV,25821,22,1,5,4,4,5,46000,41333
Asus ZenBook,Laptop,45480,31,2,5,1,2,3,30900,49333
Sony Headphones,Audio,32735,31,5,4,2,3,5,39000,40614
Canon DSLR,Camera,44531,13,5,4,1,0,5,22500,47543
Bose Speaker,Audio,12802,45,0,1,3,1,3,14900,16347
MacBook Pro,Laptop,143953,44,0,3,0,5,0,34000,114888
Philips Air Purifier,Appliance,103416,9,4,4,0,4,1,36800,100616
Apple Watch,Wearable,43666,23,0,0,1,0,4,4700,40121
iPhone 13,Phone,198207,24,2,2,4,3,1,29800,153645
Samsung TV,TV,181093,11,3,2,1,1,2,17100,161574
Dell Laptop,Laptop,187212,25,4,4,4,4,2,43600,140680
Panasonic VCR,Appliance,133932,1,2,1,2,0,3,10400,127748
Xiaomi Tablet,Tablet,90414,12,2,0,0,5,4,30200,87431
Asus ZenBook,Laptop,61629,24,5,2,2,2,5,28000,57140
Canon DSLR,Camera,164214,46,3,5,0,1,0,23000,124808
Philips Air Purifier,Appliance,168541,48,1,5,4,5,1,47800,118283
Samsung Refrigerator,Appliance,67068,54,1,0,4,4,1,27800,50787
Dell Laptop,Laptop,30680,11,1,1,3,1,4,16700,34275
Sony PlayStation,Gaming Console,77015,36,3,0,1,0,1,5300,59641
Bose Speaker,Audio,60679,50,1,1,5,0,2,13100,44778
